county_name,county_code,state_abb,income_quartile,life_exp,pct_uninsured,poverty_rate,pct_religious,pct_black,pct_hispanic,unemployment_rate,median_hh_inc,is_urban,pop,pop_density,pct_smoke,pct_obese,pct_exercise
Copiah,28029,MS,1,78.3535402351314,0.2191875,0.2507455,0.5593421,0.5069027,0.01154502,0.0578926,23.13252,1,28757,37.02928,0.3090909,0.3518519,0.5272727
Copiah,28029,MS,4,86.0831887961788,0.2191875,0.2507455,0.5593421,0.5069027,0.01154502,0.0578926,23.13252,1,28757,37.02928,0.0909091,0.4761905,0.59090906
Desoto,28033,MS,1,78.0757004053557,0.1863244,0.0711286,0.5751919,0.1134899,0.02347037,0.0284468,37.48763,1,107199,224.3303,0.2846348,0.3401535,0.57534248
Desoto,28033,MS,4,84.6262338678055,0.1863244,0.0711286,0.5751919,0.1134899,0.02347037,0.0284468,37.48763,1,107199,224.3303,0.2135417,0.2746667,0.83606559
Forrest,28035,MS,1,78.6653731081048,0.2131386,0.2246055,0.7471627,0.3336593,0.01256129,0.0438919,26.14302,1,72604,155.6099,0.2512077,0.3132832,0.58894229
Forrest,28035,MS,4,86.1907143549534,0.2131386,0.2246055,0.7471627,0.3336593,0.01256129,0.0438919,26.14302,1,72604,155.6099,0.106383,0.2794118,0.78014183
Hancock,28045,MS,1,78.5207280579015,0.2475363,0.1444884,0.4619126,0.0680755,0.0180371,0.0415973,33.28956,1,42967,90.10083,0.3095238,0.2732919,0.52694613
Hancock,28045,MS,4,85.1743011103791,0.2475363,0.1444884,0.4619126,0.0680755,0.0180371,0.0415973,33.28956,1,42967,90.10083,0.1333333,0.2876712,0.83999997
Harrison,28047,MS,1,77.4716872245953,0.2275622,0.1458953,0.5079192,0.2093554,0.02589649,0.0435803,31.90546,1,189601,326.3462,0.3141809,0.3245283,0.60294116
Harrison,28047,MS,4,84.1026437709406,0.2275622,0.1458953,0.5079192,0.2093554,0.02589649,0.0435803,31.90546,1,189601,326.3462,0.1802885,0.200495,0.87594938
Hinds,28049,MS,1,78.0098186774036,0.2002661,0.1994785,0.5535167,0.6086603,0.007886763,0.048712,32.62687,1,250800,288.5463,0.2625899,0.3256161,0.54060507
Hinds,28049,MS,4,85.2690789369978,0.2002661,0.1994785,0.5535167,0.6086603,0.007886763,0.048712,32.62687,1,250800,288.5463,0.1183746,0.2148014,0.80340266
Jackson,28059,MS,1,78.0963823360923,0.2067593,0.1274785,0.522896,0.2077918,0.021359,0.0571396,32.18752,1,131420,180.7949,0.3254344,0.3083333,0.60839158
Jackson,28059,MS,4,85.5944085760538,0.2067593,0.1274785,0.522896,0.2077918,0.021359,0.0571396,32.18752,1,131420,180.7949,0.1772152,0.2572347,0.79933113
Jones,28067,MS,1,78.6429890331854,0.2279759,0.1981539,0.6543767,0.2622002,0.01956649,0.0454468,27.80719,0,64958,93.6243,0.2169576,0.377892,0.51620948
Jones,28067,MS,4,86.1943541011984,0.2279759,0.1981539,0.6543767,0.2622002,0.01956649,0.0454468,27.80719,0,64958,93.6243,0.092437,0.2920354,0.78151262
Lafayette,28071,MS,1,79.0707821785877,0.2351532,0.212615,0.472357,0.2489934,0.01102106,0.0380002,25.79161,0,38744,61.38989,0.2119205,0.3422819,0.60927153
Lafayette,28071,MS,4,86.4479930653369,0.2351532,0.212615,0.472357,0.2489934,0.01102106,0.0380002,25.79161,0,38744,61.38989,0.1322314,0.1864407,0.90082645
Lamar,28073,MS,1,78.2738579720392,0.1844039,0.1327936,0.4391093,0.1286665,0.01090351,0.0353195,34.72695,1,39070,78.60109,0.2716763,0.2721893,0.61271673
Lamar,28073,MS,4,86.3451441252107,0.1844039,0.1327936,0.4391093,0.1286665,0.01090351,0.0353195,34.72695,1,39070,78.60109,0.1103896,0.2739726,0.83116883
Lauderdale,28075,MS,1,78.6662126179795,0.1971609,0.2083305,0.6514886,0.3800616,0.01136117,0.0550953,30.56368,0,78161,111.1016,0.2479167,0.3442266,0.58390802
Lauderdale,28075,MS,4,83.6470890003845,0.1971609,0.2083305,0.6514886,0.3800616,0.01136117,0.0550953,30.56368,0,78161,111.1016,0.0871795,0.2380952,0.85714287
Lee,28081,MS,1,79.0493449862197,0.1934151,0.1336341,0.6619894,0.2441423,0.0116428,0.0494525,35.24664,0,75755,168.4984,0.3317536,0.3033981,0.51980197
Lee,28081,MS,4,85.8485986174946,0.1934151,0.1336341,0.6619894,0.2441423,0.0116428,0.0494525,35.24664,0,75755,168.4984,0.0935961,0.1865285,0.87179488
Leflore,28083,MS,1,77.8896297448867,0.2181757,0.3475684,0.4181885,0.6726751,0.01897383,0.0906309,23.46479,0,37947,64.10751,0.2103321,0.4414063,0.5477941
Leflore,28083,MS,4,86.2901825701382,0.2181757,0.3475684,0.4181885,0.6726751,0.01897383,0.0906309,23.46479,0,37947,64.10751,0.2321429,0.2909091,0.80701756
Lincoln,28085,MS,1,78.1416475086047,0.1936349,0.1917102,0.7627088,0.2956944,0.006904661,0.0543993,26.83147,0,33166,56.62574,0.2222222,0.3893805,0.55555558
Lincoln,28085,MS,4,85.7187140426376,0.1936349,0.1917102,0.7627088,0.2956944,0.006904661,0.0543993,26.83147,0,33166,56.62574,0.0789474,0.2,0.84210527
Lowndes,28087,MS,1,78.5344857049044,0.2259897,0.2131439,0.5277336,0.4138278,0.01110642,0.0642721,30.80539,1,61586,122.6089,0.2899023,0.3648649,0.54870129
Lowndes,28087,MS,4,86.525424398056,0.2259897,0.2131439,0.5277336,0.4138278,0.01110642,0.0642721,30.80539,1,61586,122.6089,0.1391304,0.2252252,0.86086959
Madison,28089,MS,1,79.4894948096829,0.1586984,0.1399358,0.3781638,0.3735839,0.009936525,0.0384682,43.16126,1,74674,104.1318,0.2064057,0.3941606,0.60557771
Madison,28089,MS,4,86.5074260770584,0.1586984,0.1399358,0.3781638,0.3735839,0.009936525,0.0384682,43.16126,1,74674,104.1318,0.1131579,0.1837838,0.88121545
Marion,28091,MS,1,78.2311019471197,0.2205576,0.2477254,0.7047079,0.3167025,0.006173081,0.0567383,23.43313,0,25595,47.1934,0.3649635,0.3615385,0.55474454
Marion,28091,MS,4,84.5545757061146,0.2205576,0.2477254,0.7047079,0.3167025,0.006173081,0.0567383,23.43313,0,25595,47.1934,0.2258064,0.3,0.80645162
Marshall,28093,MS,1,77.4179194238768,0.2285854,0.2194629,0.2886292,0.4999857,0.01214529,0.0634849,25.58315,1,34993,49.54226,0.2340426,0.3863636,0.56382978
Marshall,28093,MS,4,83.1112199810964,0.2285854,0.2194629,0.2886292,0.4999857,0.01214529,0.0634849,25.58315,1,34993,49.54226,0.173913,0.3181818,0.65217394
Monroe,28095,MS,1,79.51297736251,0.2063647,0.1723064,0.6224549,0.3065187,0.006865892,0.0800047,26.98256,0,38014,49.74524,0.2851563,0.3346774,0.54863811
Monroe,28095,MS,4,85.7640626262838,0.2063647,0.1723064,0.6224549,0.3065187,0.006865892,0.0800047,26.98256,0,38014,49.74524,0.0377358,0.3461539,0.79245281
Neshoba,28099,MS,1,76.4088910784135,0.2366815,0.2095714,0.6256799,0.1922675,0.0115744,0.055732,28.89543,0,28684,50.32298,0.2692308,0.3359375,0.58267719
Neshoba,28099,MS,4,84.7196135137057,0.2366815,0.2095714,0.6256799,0.1922675,0.0115744,0.055732,28.89543,0,28684,50.32298,0.25,0.1875,0.71875
Oktibbeha,28105,MS,1,80.8350465151372,0.1860118,0.2820041,0.4974127,0.3728031,0.01074542,0.0481325,24.03962,0,42902,93.73182,0.1960784,0.3367347,0.65196079
Oktibbeha,28105,MS,4,87.0525936296112,0.1860118,0.2820041,0.4974127,0.3728031,0.01074542,0.0481325,24.03962,0,42902,93.73182,0.125,0.2475248,0.89423078
Panola,28107,MS,1,76.5756161339018,0.2113046,0.2531309,0.3994573,0.4807726,0.01120383,0.0772219,25.00523,0,34274,50.09377,0.28125,0.3278688,0.61979169
Panola,28107,MS,4,82.3978549791028,0.2113046,0.2531309,0.3994573,0.4807726,0.01120383,0.0772219,25.00523,0,34274,50.09377,0.2051282,0.131579,0.76923078
Pearl River,28109,MS,1,79.0456193816365,0.2355145,0.1843743,0.6483207,0.1210999,0.01410913,0.0443511,28.49876,1,48621,59.92755,0.3557312,0.307377,0.59607846
Pearl River,28109,MS,4,85.3726037230986,0.2355145,0.1843743,0.6483207,0.1210999,0.01410913,0.0443511,28.49876,1,48621,59.92755,0.1904762,0.2745098,0.85714287
Pike,28113,MS,1,78.5185438177894,0.2076434,0.2528726,0.6571392,0.4733693,0.007293272,0.0639214,27.22632,0,38940,95.23371,0.2676056,0.3882784,0.54770321
Pike,28113,MS,4,85.444009520646,0.2076434,0.2528726,0.6571392,0.4733693,0.007293272,0.0639214,27.22632,0,38940,95.23371,0.1147541,0.3,0.72131145
Pontotoc,28115,MS,1,77.745889655925,0.2209858,0.1379649,0.673277,0.1388535,0.01799745,0.053793,30.0596,0,26726,53.73661,0.3736264,0.3258427,0.52747256
Pontotoc,28115,MS,4,85.5761302776095,0.2209858,0.1379649,0.673277,0.1388535,0.01799745,0.053793,30.0596,0,26726,53.73661,0.15625,0.2903226,0.75
Prentiss,28117,MS,1,78.2504168669487,0.2180643,0.1649961,0.5970027,0.1285413,0.006886837,0.0515447,26.31024,0,25556,61.59162,0.2608696,0.2873563,0.54347825
Prentiss,28117,MS,4,83.4726657854179,0.2180643,0.1649961,0.5970027,0.1285413,0.006886837,0.0515447,26.31024,0,25556,61.59162,0.15,0.2105263,0.69999999
Rankin,28121,MS,1,77.5867619312827,0.1686731,0.0949339,0.5266156,0.1705498,0.01317991,0.0340301,35.56749,1,115327,148.902,0.2927928,0.2768496,0.58992803
Rankin,28121,MS,4,85.1476868232636,0.1686731,0.0949339,0.5266156,0.1705498,0.01317991,0.0340301,35.56749,1,115327,148.902,0.1638554,0.2463054,0.8214286
Scott,28123,MS,1,78.530671188595,0.2646964,0.2072918,0.608275,0.3850403,0.05840341,0.0496949,26.66908,1,28423,46.66523,0.2424242,0.3979592,0.53535354
Scott,28123,MS,4,88.6248872889391,0.2646964,0.2072918,0.608275,0.3850403,0.05840341,0.0496949,26.66908,1,28423,46.66523,0.1851852,0.16,0.77777779
Simpson,28127,MS,1,77.7895110646605,0.219634,0.2160226,0.65053,0.3412569,0.01150548,0.0492698,25.46763,1,27639,46.94673,0.3452381,0.3373494,0.5529412
Simpson,28127,MS,4,83.2960562363484,0.219634,0.2160226,0.65053,0.3412569,0.01150548,0.0492698,25.46763,1,27639,46.94673,0.0882353,0.3030303,0.79411763
Sunflower,28133,MS,1,77.3855057067392,0.2095203,0.3003731,0.2883412,0.6945503,0.013035,0.1063462,18.89525,0,34369,49.53803,0.2088608,0.5496688,0.56962025
Sunflower,28133,MS,4,82.0838808439108,0.2095203,0.3003731,0.2883412,0.6945503,0.013035,0.1063462,18.89525,0,34369,49.53803,0.0625,0.25,0.8125
Tate,28137,MS,1,78.3626525015564,0.2163144,0.1353455,0.5751281,0.3091841,0.008789909,0.0438454,29.93171,1,25370,62.72264,0.2673267,0.3877551,0.57999998
Tate,28137,MS,4,83.1185825061728,0.2163144,0.1353455,0.5751281,0.3091841,0.008789909,0.0438454,29.93171,1,25370,62.72264,0.36,0.3877551,0.74000001
Union,28145,MS,1,78.0505056526307,0.2338548,0.1264998,0.8403912,0.1491996,0.0162842,0.0488602,29.94213,1,25362,61.04992,0.3150685,0.3194444,0.68493152
Union,28145,MS,4,81.282268616727,0.2338548,0.1264998,0.8403912,0.1491996,0.0162842,0.0488602,29.94213,1,25362,61.04992,0.1904762,0.3333333,0.71428573
Warren,28149,MS,1,77.7299830726678,0.1943191,0.186714,0.576545,0.4298808,0.01035372,0.0473485,33.24013,0,49644,84.62846,0.2927631,0.3864407,0.48026314
Warren,28149,MS,4,85.3183389822124,0.1943191,0.186714,0.576545,0.4298808,0.01035372,0.0473485,33.24013,0,49644,84.62846,0.1741935,0.2960526,0.82580644
Washington,28151,MS,1,77.4713038514089,0.2085171,0.2924012,0.4411293,0.6430125,0.00843165,0.0914032,26.52997,0,62977,86.98647,0.247191,0.4212963,0.53258425
Washington,28151,MS,4,84.891100565899,0.2085171,0.2924012,0.4411293,0.6430125,0.00843165,0.0914032,26.52997,0,62977,86.98647,0.1538462,0.2674419,0.78021979
Yazoo,28163,MS,1,76.7815685426383,0.202717,0.3186438,0.4817223,0.5355075,0.04380262,0.068117,22.88535,1,28149,30.61397,0.2150538,0.3777778,0.54838711
Yazoo,28163,MS,4,80.6718493809184,0.202717,0.3186438,0.4817223,0.5355075,0.04380262,0.068117,22.88535,1,28149,30.61397,0.0714286,0.3333333,0.75
Audrain,29007,MO,1,77.1742075068336,0.1528404,0.1479218,0.6815843,0.07151975,0.007310564,0.0421053,31.145,0,25853,37.30075,0.4615385,0.1538462,0.61538464
Audrain,29007,MO,4,85.7545555231842,0.1528404,0.1479218,0.6815843,0.07151975,0.007310564,0.0421053,31.145,0,25853,37.30075,0,0.4,1
Barry,29009,MO,1,79.4750805399006,0.2075102,0.166393,0.612761,0.000882094,0.05036754,0.0425639,29.25954,0,34010,43.65498,0.4347826,0.2272727,0.60869563
Barry,29009,MO,4,85.7473687747893,0.2075102,0.166393,0.612761,0.000882094,0.05036754,0.0425639,29.25954,0,34010,43.65498,0,0,0.66666669
Boone,29019,MO,1,77.6722154142072,0.140608,0.145234,0.4093862,0.08474464,0.01781417,0.0293504,32.99888,1,135454,197.619,0.3178295,0.2295514,0.68023258
Boone,29019,MO,4,87.5795436390081,0.140608,0.145234,0.4093862,0.08474464,0.01781417,0.0293504,32.99888,1,135454,197.619,0.1343284,0.1947566,0.89411765
Buchanan,29021,MO,1,75.9202580632429,0.1406887,0.1223259,0.5763739,0.04318705,0.02425638,0.0496429,32.72724,1,85998,209.8893,0.3630406,0.2987887,0.56268656
Buchanan,29021,MO,4,85.0664621273036,0.1406887,0.1223259,0.5763739,0.04318705,0.02425638,0.0496429,32.72724,1,85998,209.8893,0.1578947,0.2133891,0.89035088
Butler,29023,MO,1,79.7658673875484,0.1655163,0.1857439,0.3449972,0.05150856,0.01008148,0.0547858,30.24795,0,40867,58.58739,0.4,0.3370787,0.54444444
Butler,29023,MO,4,85.2432172194152,0.1655163,0.1857439,0.3449972,0.05150856,0.01008148,0.0547858,30.24795,0,40867,58.58739,0.2857143,0.3157895,0.76190478
Callaway,29027,MO,1,77.2512092563146,0.1441003,0.0854664,0.3420743,0.05649315,0.009247903,0.0375662,29.6348,1,40766,48.59828,0.3571429,0.3076923,0.64285713
Callaway,29027,MO,4,86.4314662927423,0.1441003,0.0854664,0.3420743,0.05649315,0.009247903,0.0375662,29.6348,1,40766,48.59828,0.2857143,0.1428571,0.85714287
Camden,29029,MO,1,79.0726486116615,0.1866209,0.1138748,0.3769669,0.002537043,0.00933848,0.0503403,38.15259,0,37051,56.55407,0.4375,0.125,0.6875
Camden,29029,MO,4,85.8531729067187,0.1866209,0.1138748,0.3769669,0.002537043,0.00933848,0.0503403,38.15259,0,37051,56.55407,0.2142857,0.2857143,0.9285714
Cape Girardeau,29031,MO,1,79.4517471023992,0.1500833,0.1110465,0.6145896,0.05250899,0.009083895,0.0379398,33.39629,1,68693,118.7188,0.256,0.2892562,0.6508621
Cape Girardeau,29031,MO,4,86.7430989342148,0.1500833,0.1110465,0.6145896,0.05250899,0.009083895,0.0379398,33.39629,1,68693,118.7188,0.1359223,0.16,0.9191919
Cass,29037,MO,1,77.9843205841206,0.1256986,0.0576514,0.4101496,0.01397213,0.02212152,0.0371836,40.00813,1,82092,117.4437,0.312,0.2601626,0.59200001
Cass,29037,MO,4,86.0332594160591,0.1256986,0.0576514,0.4101496,0.01397213,0.02212152,0.0371836,40.00813,1,82092,117.4437,0.1621622,0.2965517,0.87248319
Christian,29043,MO,1,80.0355992973735,0.1563174,0.0907363,0.3622732,0.00256056,0.0131528,0.0394119,33.96505,1,54285,96.39343,0.2391304,0.3043478,0.52173913
Christian,29043,MO,4,85.2547907649945,0.1563174,0.0907363,0.3622732,0.00256056,0.0131528,0.0394119,33.96505,1,54285,96.39343,0.0454545,0.0952381,0.81818181
Clay,29047,MO,1,77.2129986151139,0.1121749,0.0545841,0.5028043,0.0260535,0.03583579,0.0332375,41.69721,1,184006,464.2534,0.3422619,0.2796353,0.62847221
Clay,29047,MO,4,85.7184504020005,0.1121749,0.0545841,0.5028043,0.0260535,0.03583579,0.0332375,41.69721,1,184006,464.2534,0.1597633,0.2125749,0.85573769
Cole,29051,MO,1,77.2400833493095,0.114271,0.0868461,0.7589535,0.09872964,0.01281567,0.0336774,36.36358,1,71397,182.3938,0.3038674,0.2784091,0.66666669
Cole,29051,MO,4,85.9635894703258,0.114271,0.0868461,0.7589535,0.09872964,0.01281567,0.0336774,36.36358,1,71397,182.3938,0.1504425,0.1759259,0.89908254
Dunklin,29069,MO,1,77.333815897939,0.1684983,0.245112,0.5368723,0.08665359,0.02485296,0.0608849,26.55674,0,33155,60.76574,0.3793103,0.4642857,0.48275861
Dunklin,29069,MO,4,85.2370645925369,0.1684983,0.245112,0.5368723,0.08665359,0.02485296,0.0608849,26.55674,0,33155,60.76574,0,0.4444444,0.66666669
Franklin,29071,MO,1,78.0041301297377,0.1446772,0.0702312,0.5850843,0.009380963,0.007227606,0.0479784,37.03677,1,93807,101.6536,0.4130435,0.173913,0.65217394
Franklin,29071,MO,4,86.0454452487438,0.1446772,0.0702312,0.5850843,0.009380963,0.007227606,0.0479784,37.03677,1,93807,101.6536,0.1333333,0.2,0.73333335
Greene,29077,MO,1,78.9880337802936,0.1696243,0.1207383,0.5621633,0.02213893,0.01844495,0.0373705,33.88104,1,240391,356.149,0.3128205,0.2333333,0.64919353
Greene,29077,MO,4,86.9481095804552,0.1696243,0.1207383,0.5621633,0.02213893,0.01844495,0.0373705,33.88104,1,240391,356.149,0.1065574,0.1625,0.89592761
Howell,29091,MO,1,79.6651331194074,0.1793669,0.1867526,0.4884795,0.003061389,0.01208443,0.0436773,27.29078,0,37238,40.13837,0.3625,0.3291139,0.61250001
Howell,29091,MO,4,86.2044669085063,0.1793669,0.1867526,0.4884795,0.003061389,0.01208443,0.0436773,27.29078,0,37238,40.13837,0.4166667,0.3333333,0.83333331
Jackson,29095,MO,1,77.3306216252634,0.1799124,0.1192823,0.5123015,0.2310851,0.05368923,0.0474197,38.40304,1,654880,1082.725,0.3073364,0.2781547,0.61397934
Jackson,29095,MO,4,85.8355739212968,0.1799124,0.1192823,0.5123015,0.2310851,0.05368923,0.0474197,38.40304,1,654880,1082.725,0.1662468,0.2294872,0.86141306
Jasper,29097,MO,1,77.8779005657491,0.2062463,0.144755,0.5841278,0.01451961,0.03453184,0.0424968,30.47323,1,104686,163.6401,0.3166667,0.2837838,0.62181818
Jasper,29097,MO,4,85.7749181106972,0.2062463,0.144755,0.5841278,0.01451961,0.03453184,0.0424968,30.47323,1,104686,163.6401,0.1341463,0.2625,0.88461536
Jefferson,29099,MO,1,76.4969445425657,0.1401994,0.0677615,0.4064786,0.006764295,0.01010606,0.0436567,34.92876,1,198099,301.6141,0.2882353,0.2781065,0.48888889
Jefferson,29099,MO,4,85.5605718418867,0.1401994,0.0677615,0.4064786,0.006764295,0.01010606,0.0436567,34.92876,1,198099,301.6141,0.2566372,0.1929825,0.77450979
Johnson,29101,MO,1,77.7880212541424,0.150358,0.1487714,0.4320942,0.04277011,0.02915579,0.0397014,27.4084,1,48258,58.11136,0.2787356,0.2463343,0.6567657
Johnson,29101,MO,4,86.7122937651306,0.150358,0.1487714,0.4320942,0.04277011,0.02915579,0.0397014,27.4084,1,48258,58.11136,0.175,0.2561983,0.81034482
Laclede,29105,MO,1,79.4458888340594,0.1751067,0.1430129,0.5056131,0.004244456,0.01233353,0.0551889,29.90248,1,32513,42.45329,0.4736842,0.368421,0.63157892
Laclede,29105,MO,4,84.9272757602808,0.1751067,0.1430129,0.5056131,0.004244456,0.01233353,0.0551889,29.90248,1,32513,42.45329,0.1428571,0.2857143,0.71428573
Lafayette,29107,MO,1,78.0580492556473,0.151789,0.0880853,0.6115291,0.02260316,0.01171117,0.0411077,35.18043,1,32960,52.37467,0.2,0.2666667,0.46666667
Lafayette,29107,MO,4,88.0249027542681,0.151789,0.0880853,0.6115291,0.02260316,0.01171117,0.0411077,35.18043,1,32960,52.37467,0.1428571,0.1428571,0.85714287
Lawrence,29109,MO,1,78.5760658641148,0.1937965,0.1411032,0.5611294,0.001931599,0.033945,0.0426712,30.30029,0,35204,57.42194,0.2727273,0,0.63636363
Lawrence,29109,MO,4,88.9776198871156,0.1937965,0.1411032,0.5611294,0.001931599,0.033945,0.0426712,30.30029,0,35204,57.42194,0,0.1666667,1
Lincoln,29113,MO,1,76.9841340368353,0.1473142,0.0827413,0.4169834,0.01725555,0.01140099,0.045135,32.70936,1,38944,61.7678,0.5384616,0.3846154,0.53846157
Lincoln,29113,MO,4,85.8501180252785,0.1473142,0.0827413,0.4169834,0.01725555,0.01140099,0.045135,32.70936,1,38944,61.7678,0.1111111,0.3333333,0.8888889
Marion,29127,MO,1,78.7241822135118,0.1412951,0.1211294,0.6552016,0.0460603,0.008908056,0.0484191,32.31725,0,28289,64.57576,0.3287671,0.3411215,0.5808081
Marion,29127,MO,4,86.2204559884975,0.1412951,0.1211294,0.6552016,0.0460603,0.008908056,0.0484191,32.31725,0,28289,64.57576,0.1052632,0.2,0.80000001
Newton,29145,MO,1,78.9312624283502,0.1869721,0.1164133,0.4460825,0.005661525,0.02179117,0.049346,33.04233,1,52636,84.02715,0.2380952,0.4285714,0.52380955
Newton,29145,MO,4,84.8034386566982,0.1869721,0.1164133,0.4460825,0.005661525,0.02179117,0.049346,33.04233,1,52636,84.02715,0.25,0,0.875
Pettis,29159,MO,1,78.0524366586072,0.1995148,0.1284458,0.6138619,0.02997234,0.0387534,0.0547958,31.44591,0,39403,57.53738,0.4166667,0.3333333,0.375
Pettis,29159,MO,4,87.4132808492433,0.1995148,0.1284458,0.6138619,0.02997234,0.0387534,0.0547958,31.44591,0,39403,57.53738,0,0.3333333,1
Phelps,29161,MO,1,78.3685688845485,0.1654397,0.1642415,0.4568236,0.01471437,0.01217828,0.0409459,28.23364,0,39825,59.18835,0.4074074,0.1481481,0.5925926
Phelps,29161,MO,4,86.2848281875952,0.1654397,0.1642415,0.4568236,0.01471437,0.01217828,0.0409459,28.23364,0,39825,59.18835,0.1176471,0.2352941,0.7647059
Platte,29165,MO,1,78.5945727424423,0.09247664,0.0477472,0.4148087,0.03445331,0.02996706,0.0308507,46.11263,1,73781,175.5302,0.2763158,0.2972973,0.60526317
Platte,29165,MO,4,86.0561192320908,0.09247664,0.0477472,0.4148087,0.03445331,0.02996706,0.0308507,46.11263,1,73781,175.5302,0.1587302,0.2419355,0.86507934
Polk,29167,MO,1,78.9539259643227,0.189288,0.1625972,0.5499407,0.004408714,0.01296681,0.0440658,25.43303,1,26992,42.36008,0.2666667,0.4,0.60000002
Polk,29167,MO,4,88.6849571245392,0.189288,0.1625972,0.5499407,0.004408714,0.01296681,0.0440658,25.43303,1,26992,42.36008,0,0.4,0.80000001
Pulaski,29169,MO,1,77.6876122284777,0.1417055,0.1032722,0.4353213,0.1180129,0.05839912,0.0552283,23.58799,0,41165,75.2532,0.2727273,0.4,0.54545456
Pulaski,29169,MO,4,87.5638553878806,0.1417055,0.1032722,0.4353213,0.1180129,0.05839912,0.0552283,23.58799,0,41165,75.2532,0.1111111,0.2222222,1
St Charles,29183,MO,1,78.523857106781,0.09289701,0.039965,0.5116157,0.02667648,0.01471029,0.0344599,42.98694,1,283883,506.5529,0.2831325,0.1646342,0.58992803
St Charles,29183,MO,4,85.842935233422,0.09289701,0.039965,0.5116157,0.02667648,0.01471029,0.0344599,42.98694,1,283883,506.5529,0.1487889,0.2402827,0.8740741
St Francois,29187,MO,1,77.126663126177,0.1533622,0.148609,0.5121044,0.01985946,0.008033645,0.061167,27.27473,0,55641,123.7941,0.3283019,0.2885376,0.57872343
St Francois,29187,MO,4,85.2701254740136,0.1533622,0.148609,0.5121044,0.01985946,0.008033645,0.061167,27.27473,0,55641,123.7941,0.173913,0.2826087,0.81395346
St Louis,29189,MO,1,78.1579274168955,0.1168149,0.0687387,0.5715935,0.1894531,0.01434299,0.0395505,51.5696,1,1016315,2001.386,0.2817932,0.2827907,0.64233577
St Louis,29189,MO,4,86.2476222765,0.1168149,0.0687387,0.5715935,0.1894531,0.01434299,0.0395505,51.5696,1,1016315,2001.386,0.1318898,0.1899498,0.89438945
Scott,29201,MO,1,77.6385603839995,0.1549829,0.1605691,0.5826035,0.1043244,0.01108307,0.053264,30.02657,1,40422,96.0119,0.2857143,0.3703704,0.42857143
Scott,29201,MO,4,86.1095049718462,0.1549829,0.1605691,0.5826035,0.1043244,0.01108307,0.053264,30.02657,1,40422,96.0119,0.2222222,0.3333333,1
Stoddard,29207,MO,1,79.0224769474467,0.1786929,0.1654125,0.3879145,0.00902205,0.007776468,0.0566807,28.05432,1,29705,35.91362,0.25,0.2173913,0.33333334
Stoddard,29207,MO,4,86.6617054534304,0.1786929,0.1654125,0.3879145,0.00902205,0.007776468,0.0566807,28.05432,1,29705,35.91362,0,0.25,0.75
Stone,29209,MO,1,80.0692063166098,0.2052813,0.1275364,0.3632494,0.000593203,0.01039849,0.074923,34.5735,0,28658,61.86636,0.2352941,0.2352941,0.64705884
Stone,29209,MO,4,86.0503317519314,0.2052813,0.1275364,0.3632494,0.000593203,0.01039849,0.074923,34.5735,0,28658,61.86636,0.1666667,0.3333333,0.83333331
Taney,29213,MO,1,79.0069416240951,0.2322433,0.1240137,0.3224693,0.003249125,0.02422991,0.0815886,31.87442,0,39703,62.78587,0.2380952,0.4285714,0.52380955
Taney,29213,MO,4,87.8417062387351,0.2322433,0.1240137,0.3224693,0.003249125,0.02422991,0.0815886,31.87442,0,39703,62.78587,0,0.3333333,1
Webster,29225,MO,1,78.9744720973432,0.1984661,0.1478594,0.5113867,0.01153165,0.01288452,0.0453176,27.0055,1,31045,52.32458,0.2857143,0.2857143,0.5714286
Webster,29225,MO,4,84.1117624951035,0.1984661,0.1478594,0.5113867,0.01153165,0.01288452,0.0453176,27.0055,1,31045,52.32458,0.1666667,0,1
St Louis City,29510,MO,1,75.9570796513355,0.1927254,0.2457481,0.4115609,0.5096255,0.02016721,0.0671173,30.07242,1,348189,5622.866,0.3301642,0.3540373,0.60677326
St Louis City,29510,MO,4,85.0166985965179,0.1927254,0.2457481,0.4115609,0.5096255,0.02016721,0.0671173,30.07242,1,348189,5622.866,0.1554878,0.2215385,0.88498402
Cascade,30013,MT,1,79.3765666257536,0.1862241,0.1352023,0.4325945,0.01052802,0.02425427,0.0443324,32.9568,1,80357,29.78498,0.2923588,0.2894438,0.66163522
Cascade,30013,MT,4,86.432256557011,0.1862241,0.1352023,0.4325945,0.01052802,0.02425427,0.0443324,32.9568,1,80357,29.78498,0.0859599,0.1900585,0.86626142
Flathead,30029,MT,1,82.0904418320969,0.2225571,0.1295586,0.4000215,0.001450229,0.01424716,0.0524678,33.4129,0,74471,14.60692,0.3020362,0.2132701,0.72521955
Flathead,30029,MT,4,88.1842461575761,0.2225571,0.1295586,0.4000215,0.001450229,0.01424716,0.0524678,33.4129,0,74471,14.60692,0.0958606,0.1224944,0.90929705
Gallatin,30031,MT,1,82.4209132547349,0.1770239,0.1284748,0.3540122,0.002181893,0.01543542,0.0332854,31.32663,0,67831,26.03036,0.2302406,0.1479501,0.79457366
Gallatin,30031,MT,4,88.2448410455072,0.1770239,0.1284748,0.3540122,0.002181893,0.01543542,0.0332854,31.32663,0,67831,26.03036,0.0718563,0.1260163,0.92339545
Lake,30047,MT,1,81.89110473044,0.2898722,0.1868922,0.3997057,0.001131776,0.02520089,0.0713378,29.66194,0,26507,17.74499,0.3214838,0.2735247,0.68630576
